B_0	B_1	B_2	B_3	B_4	B_5	B_6	B_7	B_8	B_9	B_10	Action	Predict	Error	Fitness	Numer	GACount	SubsumerCount	AveActionSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	ActionCount
0	1	#	0	#	#	0	#	#	#	0	1	132.1	199.96	13.02	1	1	0	141.5	999941	996839	0.5	141.49056603773582	53
#	0	0	#	#	0	1	0	#	1	1	1	416.7	519.20	0.00	1	0	0	89.5	999572	996840	0.6	89.5	12
#	#	0	0	#	0	1	0	1	#	0	0	1000.0	5.87	24.36	1	0	0	142.6	999728	996841	0.6	142.63636363636363	11
1	0	0	0	1	0	1	0	#	#	#	0	666.7	354.84	0.03	1	0	0	64.7	998888	996841	0.7	64.66666666666667	3
1	0	#	#	1	1	1	0	1	1	#	1	1000.0	6.94	27.46	1	0	0	134.4	999657	996842	0.7	134.375	8
0	1	0	#	1	1	#	1	0	1	#	0	125.0	188.69	58.40	1	0	0	88.2	999641	996844	0.7	88.25	8
0	1	0	0	1	#	1	1	#	1	#	0	125.0	261.61	7.14	1	0	0	77.9	999551	996844	0.7	77.875	8
1	1	#	1	#	1	1	0	0	0	1	0	0.0	0.00	50.01	1	1	0	104.3	998893	996845	0.8	104.33333333333333	3
1	#	0	0	1	1	1	1	0	0	1	0	0.0	0.00	31.24	1	0	0	129.0	997441	996846	0.9	129.0	1
1	#	0	1	1	1	#	1	1	#	0	1	1000.0	0.00	48.37	1	0	0	170.5	998993	996847	0.7	170.5	4
0	0	#	0	1	#	0	#	#	#	0	0	963.0	56.90	16.72	1	1	0	188.1	999920	996850	0.5	188.07407407407408	27
0	#	0	#	0	0	#	0	1	1	0	0	1000.0	0.00	32.58	1	0	0	137.6	999649	996852	0.7	137.625	8
#	#	1	#	1	1	#	1	#	1	1	0	0.0	0.20	32.57	1	0	0	265.2	999701	996855	0.5	265.17857142857144	28
#	0	0	#	#	0	0	#	#	0	0	1	0.0	1.63	20.06	1	0	0	287.0	999979	996856	0.5	287.0	24
0	0	0	#	1	0	0	#	1	1	0	1	0.0	0.00	66.28	1	0	0	56.5	998042	996857	0.8	56.5	2
#	0	0	#	1	1	1	#	#	#	1	1	800.0	269.84	10.45	1	1	0	117.2	999657	996858	0.5	117.15	20
0	1	0	0	#	#	1	0	#	1	0	0	800.0	430.30	0.00	1	0	0	95.4	999649	996859	0.7	95.4	5
#	#	0	0	#	1	#	0	0	1	0	0	1000.0	9.74	20.65	1	0	0	123.9	999982	996859	0.6	123.85714285714286	7
1	#	#	0	0	1	0	#	0	0	0	0	1000.0	0.00	41.18	1	1	0	112.2	999575	996861	0.7	112.25	4
#	1	#	0	#	#	0	1	0	0	0	1	142.9	313.74	7.00	1	1	0	137.9	999835	996861	0.6	137.92857142857142	14
#	1	1	#	0	1	#	#	1	1	#	1	954.5	99.79	9.92	1	0	0	151.4	999488	996862	0.5	151.36363636363635	22
#	#	1	1	#	1	#	#	0	1	1	1	952.4	92.02	2.85	1	0	0	211.4	999467	996865	0.5	211.38095238095238	21
#	0	1	1	0	1	0	1	0	1	1	1	947.4	91.56	0.39	1	0	0	0.0	996865	996865	0.9	0	0
0	0	1	1	0	0	#	#	0	0	#	0	1000.0	0.00	30.60	1	0	0	179.8	998914	996866	0.7	179.75	4
#	1	#	1	0	#	0	1	1	1	0	1	1000.0	0.00	24.40	1	0	0	157.0	998918	996870	0.7	157.0	2
0	#	#	0	0	0	0	#	#	#	#	0	1000.0	3.40	16.24	1	0	0	245.8	999712	996871	0.5	245.83333333333334	42
1	#	#	1	0	0	1	1	0	#	#	1	714.3	433.62	0.00	1	0	0	100.0	999477	996872	0.6	100.0	7
1	#	0	1	#	0	#	1	0	#	0	1	363.6	463.78	0.00	1	0	0	75.7	999477	996872	0.6	75.72727272727273	11
0	0	#	#	0	1	0	0	#	0	0	0	1000.0	0.00	9.96	1	0	0	290.3	998921	996873	0.7	290.3333333333333	3
#	#	#	0	#	#	0	0	0	0	0	1	0.0	0.00	12.33	1	0	0	299.4	999891	996874	0.5	299.4347826086956	23
0	0	1	0	0	1	#	1	#	1	1	1	1000.0	285.71	0.00	1	0	0	80.0	998676	996875	0.8	80.0	2
0	0	#	0	1	#	#	1	0	#	0	1	153.8	390.57	0.00	1	0	0	154.8	999859	996876	0.6	154.76923076923077	13
#	1	#	#	0	0	0	#	#	0	0	0	964.3	82.09	42.41	1	2	0	158.3	999644	996877	0.5	158.28571428571428	28
0	0	#	0	0	0	#	#	1	0	#	0	1000.0	2.11	21.65	1	0	0	207.4	999863	996879	0.6	207.4	10
1	1	0	#	1	#	#	#	1	#	#	1	945.5	94.46	17.29	1	3	0	132.7	999949	996880	0.5	132.7272727272727	55
#	#	#	#	0	1	#	0	#	0	#	1	239.6	377.83	1.17	1	0	0	116.2	999994	996883	0.4	1925.2393207036207	96
1	1	1	#	0	0	1	1	#	0	#	0	125.0	163.69	48.20	1	1	0	86.4	999931	996884	0.7	86.375	8
1	#	#	0	0	#	0	1	1	1	#	1	750.0	458.41	0.00	1	0	0	87.9	999907	996885	0.6	87.91666666666667	12
1	0	1	#	0	#	#	#	1	1	1	0	0.0	24.71	0.05	1	0	0	134.5	999988	996885	0.6	134.5	12
1	1	1	1	0	0	1	1	#	0	#	1	1000.0	0.00	14.65	1	0	0	181.0	999081	996887	0.8	181.0	1
1	#	#	#	1	#	1	1	0	#	0	1	700.0	415.59	0.00	1	0	0	100.7	999964	996888	0.5	100.7	20
#	0	#	0	0	1	#	0	0	#	0	0	1000.0	3.52	16.16	1	0	0	180.6	999478	996894	0.6	180.63636363636363	11
#	0	0	0	#	1	1	0	#	0	#	0	888.9	250.73	0.01	1	0	0	116.1	999845	996894	0.6	116.11111111111111	9
#	1	1	1	#	#	0	1	0	#	#	1	913.0	149.30	6.71	1	0	0	121.1	999856	996895	0.5	121.1304347826087	23
1	1	1	#	1	#	0	1	#	1	0	1	1000.0	11.11	0.16	1	0	0	254.0	999801	996895	0.7	254.0	3
#	1	0	1	0	0	0	0	1	#	0	1	0.0	200.00	0.00	1	0	0	111.6	999894	996896	0.8	111.6	5
1	0	1	#	#	#	1	1	#	0	1	0	0.0	73.08	0.00	1	0	0	121.1	999987	996899	0.6	121.07692307692308	13
1	1	0	0	#	1	0	1	0	#	1	0	0.0	500.00	0.00	1	0	0	57.5	999774	996902	0.8	57.5	2
0	0	1	1	#	0	#	0	#	#	#	0	833.3	321.71	0.96	1	0	0	115.0	999922	996903	0.5	2327.9620577545893	24
#	#	0	0	#	#	0	#	0	#	#	1	68.2	108.43	4.53	1	1	0	188.2	999997	996904	0.4	188.22727272727255	88
#	#	0	#	#	0	0	1	#	0	1	1	277.8	485.80	0.00	1	0	0	111.7	999802	996904	0.5	111.66666666666667	18
1	#	0	1	#	#	1	#	1	1	0	0	125.0	449.11	0.00	1	0	0	121.2	999803	996906	0.6	121.24999999999999	8
0	#	1	#	0	#	#	0	#	0	0	1	38.5	76.42	18.54	1	2	0	175.8	999994	996907	0.5	175.84615384615384	26
0	0	#	0	0	0	1	1	1	#	#	0	777.8	332.85	0.36	1	0	0	106.0	999919	996910	0.7	106.0	9
1	#	#	#	1	#	#	1	1	#	#	0	47.2	70.28	6.82	1	0	0	187.1	999995	996911	0.4	187.0671366125785	106
#	1	1	1	1	#	0	0	0	0	0	0	1000.0	250.00	0.00	1	0	0	92.2	999338	996912	0.8	92.25	4
#	#	0	1	0	#	0	0	0	#	1	1	71.4	85.31	45.10	1	2	0	127.1	999967	996916	0.6	127.14285714285714	14
1	1	1	#	#	1	#	#	1	1	0	0	0.0	5.44	10.01	1	0	0	213.5	999661	996917	0.6	213.46153846153845	13
1	#	#	0	1	1	1	#	1	#	#	0	45.5	60.70	11.29	1	0	0	193.3	999607	996917	0.5	193.3181818181818	22
#	1	#	1	#	1	1	1	#	0	#	0	0.0	0.00	34.35	1	1	0	177.8	999993	996918	0.5	177.82758620689654	29
0	0	#	0	#	1	#	#	#	#	0	0	938.8	92.18	14.78	1	2	0	133.4	999843	996919	0.5	133.3673469387755	49
0	0	0	#	0	1	#	0	1	#	#	0	1000.0	0.00	82.70	1	1	0	107.4	999831	996922	0.6	107.36363636363636	11
#	1	1	1	1	0	1	#	#	#	0	1	909.1	190.86	8.24	1	0	0	113.1	998972	996924	0.6	113.0909090909091	11
#	#	1	#	#	#	0	0	0	0	0	0	1000.0	2.90	20.66	1	0	0	172.0	999575	996925	0.5	172.0	21
1	#	0	0	#	#	#	1	#	1	1	1	833.3	291.53	5.27	1	1	0	107.3	999918	996926	0.5	107.33333333333333	24
0	#	0	#	0	1	1	1	0	1	1	0	0.0	0.00	60.81	1	0	0	85.0	998975	996927	0.8	85.0	2
#	0	0	0	0	0	1	0	#	#	#	0	1000.0	90.91	0.00	1	0	0	216.1	999301	996928	0.6	216.0909090909091	11
#	1	0	0	0	0	#	#	0	0	1	0	1000.0	2.87	30.27	1	0	0	163.3	999387	996930	0.7	163.33333333333334	3
#	#	0	0	1	#	0	0	0	0	#	0	1000.0	0.00	19.27	1	1	0	222.3	999581	996933	0.6	222.26666666666668	15
1	#	#	0	#	#	0	0	0	0	1	0	928.6	123.58	10.65	1	0	0	131.6	999850	996933	0.6	131.57142857142858	14
#	#	#	0	0	0	0	#	0	#	#	0	1000.0	0.00	35.68	1	2	0	259.6	999850	996935	0.5	259.63414634146346	41
#	1	1	#	1	#	0	1	1	#	1	0	0.0	2.20	13.35	1	0	0	263.1	999829	996941	0.6	263.07142857142856	14
#	1	#	#	1	#	#	0	1	0	0	0	578.9	485.26	0.03	1	0	0	67.5	999715	996942	0.5	67.47368421052632	19
#	1	#	1	1	1	#	#	#	1	0	0	41.7	79.39	12.47	1	1	0	149.6	999786	996945	0.5	149.625	24
1	#	1	#	#	1	0	1	#	1	1	1	1000.0	2.31	12.21	1	0	0	239.2	999483	996946	0.6	239.25	12
#	#	1	0	#	1	0	#	1	1	1	1	1000.0	2.78	37.47	1	1	0	140.1	999466	996946	0.6	140.1	10
0	0	#	#	0	#	#	0	#	1	0	0	958.3	59.00	17.42	1	0	0	192.8	999843	996948	0.5	192.75	24
0	#	0	1	#	0	#	0	#	#	#	1	105.3	222.41	2.50	1	1	0	138.3	999996	996954	0.5	138.29824561403504	57
#	#	1	0	#	0	#	0	0	0	#	0	1000.0	7.97	7.27	1	0	0	181.0	999850	996957	0.5	180.95454545454547	22
0	#	#	0	1	#	0	0	1	0	0	1	0.0	0.00	21.80	1	0	0	156.0	998987	996961	0.7	156.0	2
#	1	#	0	#	1	0	0	1	0	0	1	0.0	0.00	131.12	1	0	0	97.0	999080	996961	0.7	97.0	2
#	1	1	0	0	#	0	1	1	#	#	0	250.0	423.95	0.00	1	0	0	90.5	999966	996962	0.6	90.5	12
0	#	0	1	0	0	#	#	0	1	0	0	1000.0	0.00	32.31	1	0	0	126.2	999291	996963	0.7	126.25	4
0	0	0	1	0	#	1	1	1	0	#	0	1000.0	9.23	24.24	1	0	0	54.0	999381	996965	0.8	54.0	3
0	0	#	1	0	0	#	#	#	#	0	0	1000.0	1.46	20.10	1	0	0	183.4	999922	996965	0.5	183.42105263157896	19
#	1	1	1	#	#	1	1	#	#	#	0	17.2	34.34	5.90	1	0	0	215.6	999957	996966	0.5	215.55172413793105	58
0	1	1	1	#	1	1	1	0	0	0	0	0.0	3.97	51.78	1	0	0	72.0	999014	996966	0.9	72.0	2
#	1	1	1	1	0	#	#	#	1	1	1	1000.0	71.43	0.00	1	0	0	170.3	999476	996967	0.6	170.28571428571428	14
0	#	1	0	0	1	#	0	#	0	0	0	1000.0	96.18	0.00	1	0	0	156.6	999652	996968	0.7	156.6	5
0	1	1	1	1	#	1	0	#	1	1	0	0.0	0.00	12.47	1	0	0	228.5	999259	996971	0.8	228.5	2
0	1	#	#	1	1	0	#	#	1	0	1	700.0	530.34	0.00	1	0	0	75.1	999960	996972	0.6	75.1	10
1	0	0	1	1	1	1	1	#	#	0	0	0.0	13.41	1.21	1	0	0	108.8	999021	996973	0.8	108.75	4
#	0	#	0	0	#	#	0	#	#	0	1	21.7	40.40	20.83	1	5	0	225.4	999827	996975	0.5	225.3695652173913	46
1	1	1	#	#	#	#	1	#	1	1	1	1000.0	0.00	19.29	1	0	0	284.4	999954	996976	0.5	284.375	24
1	1	0	1	#	#	1	#	#	0	#	0	166.7	281.47	0.52	1	0	0	123.3	999993	996980	0.5	4655.203786338548	24
#	1	1	#	#	0	0	#	1	#	1	0	200.0	311.62	9.90	1	0	0	108.6	999853	996981	0.5	108.6	20
1	#	1	1	#	#	#	1	1	#	#	0	37.0	58.06	8.78	1	1	0	240.2	999934	996982	0.5	240.1851851851852	54
#	1	#	1	#	#	#	1	1	1	#	0	18.5	30.18	24.00	1	1	0	225.4	999879	996982	0.5	225.35185185185182	54
#	#	#	#	#	#	0	0	0	0	#	0	935.5	132.34	2.97	1	1	0	180.4	999938	996985	0.4	180.37634408602153	93
#	0	1	1	#	#	#	#	1	1	1	1	1000.0	0.52	33.06	1	1	0	174.1	999932	996987	0.5	174.07407407407408	27
#	#	0	1	0	#	0	#	#	0	0	0	954.5	70.41	16.36	1	0	0	145.4	999732	996988	0.5	145.4090909090909	22
#	1	#	#	#	#	1	#	1	1	1	0	19.6	78.42	6.39	1	2	0	233.6	999926	996989	0.5	233.58823529411765	51
#	1	1	1	1	0	0	0	0	#	#	0	1000.0	161.62	0.00	1	0	0	92.7	999338	996991	0.7	92.66666666666667	3
1	1	0	0	#	#	#	#	0	1	0	0	705.9	457.62	0.00	1	0	0	81.0	999982	996992	0.6	81.0	17
#	#	#	0	0	1	1	1	0	#	0	0	727.3	484.02	0.00	1	0	0	93.9	999809	996992	0.6	93.9090909090909	11
#	0	#	#	0	1	#	1	1	1	1	0	0.0	6.41	35.51	1	1	0	104.8	999934	996994	0.6	104.8	10
#	1	#	1	#	1	1	#	#	1	1	1	1000.0	0.00	20.52	1	1	0	279.9	999892	996995	0.5	279.9	20
0	1	0	1	#	1	1	#	1	1	1	1	1000.0	0.00	17.89	1	0	0	144.0	999579	996995	0.8	144.0	3
#	0	0	1	#	#	1	0	#	0	1	0	583.3	525.22	0.00	1	0	0	77.7	999695	996997	0.6	77.66666666666667	12
1	0	0	#	1	#	1	0	0	0	#	0	1000.0	9.80	83.57	1	0	0	59.0	999045	996997	0.7	59.0	3
1	0	0	#	0	#	#	#	#	0	0	1	0.0	3.22	27.51	1	0	0	219.9	999979	997002	0.5	219.92857142857142	14
0	#	0	1	1	1	#	#	1	1	#	1	800.0	487.46	0.00	1	0	0	65.5	999681	997003	0.6	65.5	10
0	0	#	#	#	#	#	#	0	0	#	1	51.5	112.70	2.64	1	1	0	193.6	999944	997004	0.4	193.56701030927834	97
0	0	#	1	0	#	0	#	0	0	#	1	0.0	0.23	25.15	1	1	0	237.5	999904	997004	0.6	237.5	16
0	#	#	#	1	0	1	1	1	1	0	1	666.7	505.21	0.06	1	0	0	119.7	998443	997005	0.7	119.66666666666667	3
#	1	0	1	1	#	#	1	1	1	0	1	1000.0	3.12	69.53	1	0	0	152.2	999808	997005	0.7	152.2	5
1	#	#	1	#	0	1	0	#	1	0	1	833.3	187.10	63.63	1	5	0	72.8	999951	997008	0.6	72.75	12
#	0	0	#	0	#	1	0	1	0	#	0	857.1	256.46	1.74	1	1	0	116.9	999976	997011	0.6	116.85714285714286	14
1	1	1	#	0	0	#	#	#	#	1	0	166.7	325.63	1.96	1	0	0	90.7	999931	997012	0.5	90.66666666666667	24
1	1	1	#	1	#	#	0	0	#	1	1	1000.0	0.00	49.61	1	0	0	128.9	999476	997013	0.6	128.875	8
0	#	#	0	0	#	0	#	#	#	#	0	953.5	65.48	20.70	1	5	0	181.4	999901	997015	0.4	181.41860465116278	86
1	1	#	#	1	#	#	0	1	#	0	1	833.3	292.75	9.78	1	1	0	92.2	999998	997017	0.5	92.25	24
1	#	0	0	#	0	0	0	#	1	0	1	0.0	0.00	77.16	1	0	0	141.8	998592	997020	0.7	141.75	4
0	#	1	#	0	1	#	#	0	1	0	1	250.0	394.82	0.00	1	0	0	65.5	999660	997027	0.6	65.5	8
#	1	1	0	1	0	#	#	#	1	1	0	0.0	8.76	2.84	1	0	0	145.4	999839	997029	0.6	145.44444444444446	9
0	1	1	0	#	#	1	1	0	1	1	0	0.0	19.70	0.07	1	0	0	124.5	999077	997029	0.8	124.5	4
1	#	1	0	0	#	0	#	1	#	0	0	800.0	317.65	0.00	1	0	0	91.4	999854	997032	0.6	91.4	10
#	#	1	#	#	#	#	1	1	#	1	0	43.5	71.80	15.32	1	3	0	200.1	999966	997033	0.4	200.0543478260869	92
1	1	1	#	#	#	1	#	#	#	1	0	22.2	43.06	8.30	1	1	0	243.5	999933	997033	0.5	243.46666666666667	45
0	1	1	1	0	1	#	#	#	0	1	0	0.0	4.81	43.76	1	1	0	97.8	999356	997034	0.7	97.75	4
#	#	1	1	#	1	#	0	1	#	1	0	45.5	83.44	10.75	1	0	0	190.5	999805	997034	0.5	190.5	22
0	1	1	#	1	0	#	0	1	#	1	1	1000.0	7.68	39.93	1	0	0	89.2	999968	997035	0.7	89.25	4
#	#	1	1	#	#	0	0	0	0	0	0	1000.0	53.46	0.00	1	0	0	148.2	999338	997036	0.6	148.22222222222223	9
0	1	1	1	#	0	1	1	#	1	#	1	1000.0	3.12	28.91	1	0	0	122.5	999731	997039	0.7	122.5	4
0	1	1	#	1	#	0	#	0	0	1	0	0.0	225.09	0.00	1	0	0	70.3	999965	997040	0.7	70.33333333333333	3
1	#	1	1	1	1	1	#	1	0	0	0	0.0	0.00	20.77	1	0	0	218.7	999089	997041	0.8	218.66666666666666	3
1	1	0	#	#	1	1	1	#	0	#	1	818.2	311.12	0.00	1	0	0	126.1	999489	997043	0.6	126.0909090909091	11
1	#	#	0	0	1	1	#	0	0	1	1	250.0	471.11	0.00	1	0	0	91.0	998818	997043	0.7	91.0	4
0	#	0	0	#	#	#	0	#	0	#	1	44.4	91.80	2.61	1	0	0	215.2	999867	997044	0.5	215.15555555555557	45
1	1	#	#	#	1	#	1	0	#	0	1	736.8	421.09	0.00	1	0	0	111.7	999964	997045	0.5	111.73684210526316	19
#	1	1	#	#	#	0	1	1	1	#	1	1000.0	48.08	0.00	1	0	0	154.7	999821	997050	0.5	154.7	20
0	1	1	#	1	#	0	1	1	1	0	0	0.0	12.82	0.47	1	0	0	130.0	999098	997050	0.8	130.0	3
#	#	0	0	0	0	0	#	#	#	#	0	1000.0	0.68	16.63	1	0	0	257.0	999744	997053	0.5	257.02222222222224	45
0	0	#	0	#	0	#	#	1	#	1	1	133.3	203.94	0.00	1	0	0	118.1	999986	997054	0.5	118.06666666666666	15
#	#	0	0	0	#	#	#	0	0	0	0	1000.0	1.79	10.46	1	0	0	312.9	999582	997055	0.5	312.9047619047619	21
0	#	0	#	0	#	#	#	0	#	#	1	81.4	139.72	5.19	1	3	0	186.9	999996	997056	0.4	186.86046511627904	86
#	0	#	0	#	#	0	#	0	0	#	1	23.3	25.11	25.52	1	2	0	236.5	999997	997056	0.5	236.51162790697674	43
0	#	#	#	1	1	1	1	1	1	0	1	1000.0	0.00	26.09	1	0	0	175.9	999742	997058	0.7	175.875	8
#	0	0	0	1	1	1	1	#	1	0	1	1000.0	0.00	66.80	1	0	0	77.0	999106	997058	0.8	77.0	2
#	#	0	#	0	#	0	0	0	#	0	1	0.0	1.20	12.28	1	0	0	300.2	999827	997060	0.5	300.1904761904762	21
1	#	1	0	1	1	#	#	1	0	1	0	0.0	3.97	18.55	1	0	0	175.3	999829	997061	0.7	175.28571428571428	7
#	0	#	#	0	#	#	0	#	0	0	1	22.2	73.28	2.78	1	0	0	258.2	999981	997062	0.5	258.2222222222222	45
0	1	0	#	#	#	1	0	#	#	0	1	120.0	251.82	3.60	1	0	0	101.2	999996	997063	0.5	101.24	25
#	0	0	1	1	1	0	0	1	1	#	1	600.0	542.42	0.00	1	0	0	53.4	999681	997064	0.8	53.4	5
1	#	0	1	1	1	#	#	1	1	#	0	0.0	4.55	14.52	1	0	0	208.8	999673	997064	0.6	208.8	10
0	0	1	1	1	1	0	0	0	#	#	1	0.0	0.00	79.29	1	0	0	66.0	999113	997065	0.8	66.0	2
0	#	0	#	#	0	#	#	0	0	#	1	21.3	35.93	11.97	1	0	0	221.1	999802	997066	0.5	221.12765957446808	47
1	#	#	1	1	#	1	#	1	#	1	1	1000.0	0.43	15.34	1	0	0	264.7	999903	997068	0.5	264.72727272727275	22
1	#	#	1	#	1	#	#	#	1	1	1	979.2	30.26	11.23	1	0	0	235.7	999892	997068	0.5	235.6875	48
#	0	0	#	#	#	0	#	0	0	#	1	52.6	93.05	5.46	1	0	0	234.4	999997	997071	0.5	234.39473684210526	38
#	0	#	1	1	#	#	#	1	1	1	0	52.6	129.04	0.31	1	0	0	174.6	999909	997072	0.5	174.57894736842107	19
#	#	0	#	1	0	1	1	#	#	1	0	153.8	272.67	0.01	1	0	0	117.2	999888	997072	0.5	117.23076923076923	13
0	0	#	0	1	0	1	1	1	#	#	1	400.0	620.15	0.00	1	0	0	57.4	999781	997073	0.7	57.4	5
#	1	#	1	#	0	1	1	1	0	1	0	0.0	250.00	0.00	1	0	0	189.2	999328	997074	0.7	189.25	4
1	#	0	1	1	#	1	0	1	#	1	0	0.0	142.86	0.00	1	0	0	169.3	999695	997075	0.7	169.28571428571428	7
0	0	0	0	#	0	#	0	1	0	#	0	1000.0	4.36	8.25	1	0	0	243.0	999124	997076	0.7	243.0	4
#	#	#	0	#	#	#	0	1	#	0	0	850.6	232.13	4.08	1	2	0	121.8	999991	997076	0.4	121.79310344827586	87
#	#	0	0	#	0	#	#	1	0	#	0	886.4	175.15	12.58	1	3	0	132.6	999757	997079	0.5	132.5681818181818	44
#	#	0	0	0	#	0	#	1	0	0	0	1000.0	0.00	42.46	1	1	0	175.7	999134	997079	0.6	175.72727272727272	11
0	1	#	#	1	1	#	#	0	1	1	0	0.0	0.00	65.13	1	0	0	126.8	999551	997080	0.6	126.83333333333333	12
#	0	#	#	0	#	#	1	0	0	0	0	961.5	80.70	9.31	1	0	0	183.7	999732	997082	0.5	183.65384615384616	26
#	0	1	#	0	1	0	#	0	0	0	0	1000.0	18.27	0.07	1	0	0	154.7	998481	997082	0.7	154.66666666666666	3
0	#	1	0	1	1	1	0	#	#	0	1	666.7	430.38	13.06	1	0	0	42.0	999629	997083	0.7	42.0	6
#	#	1	0	1	1	#	0	1	1	#	1	1000.0	1.42	84.68	1	0	0	92.7	999629	997083	0.6	92.72727272727273	11
0	1	#	0	0	0	#	0	#	1	0	0	1000.0	5.56	8.69	1	0	0	189.3	999649	997085	0.7	189.33333333333334	6
#	1	0	#	#	#	0	1	#	0	0	0	875.0	195.45	4.26	1	1	0	104.7	999675	997086	0.5	104.70833333333333	24
1	0	#	0	0	#	0	0	1	#	0	0	1000.0	5.67	5.17	1	0	0	176.2	999854	997088	0.7	176.16666666666666	6
1	1	0	#	1	1	1	#	#	0	#	0	0.0	0.83	42.32	1	0	0	162.2	999993	997089	0.6	162.15384615384616	13
0	0	#	0	#	1	#	0	#	1	0	0	1000.0	1.98	34.33	1	0	0	127.1	999843	997092	0.6	127.08333333333333	12
0	0	#	1	0	0	0	#	1	1	#	0	750.0	338.49	0.86	1	0	0	112.8	999141	997093	0.7	112.75	4
1	1	1	#	#	1	#	0	1	#	0	1	875.0	166.22	10.40	1	0	0	95.2	999247	997096	0.6	95.25	8
0	0	#	0	1	0	0	0	1	0	0	1	1000.0	0.46	0.33	1	0	0	0.0	997097	997097	0.9	0	0
0	0	1	0	1	#	#	0	1	0	0	0	1000.0	0.00	11.33	1	0	0	211.0	999145	997097	0.8	211.0	1
1	#	0	0	0	0	#	0	#	#	#	0	956.5	63.01	21.62	1	2	0	173.5	999694	997098	0.5	173.52173913043478	23
1	#	0	0	0	0	#	0	1	#	#	0	916.7	123.30	16.98	1	1	0	128.8	999694	997098	0.6	128.75	12
0	0	0	#	0	0	1	0	1	1	#	0	1000.0	0.00	34.05	1	0	0	117.7	999365	997100	0.8	117.66666666666667	3
1	0	#	#	#	#	0	0	#	0	0	0	904.8	178.85	5.44	1	1	0	169.5	999915	997101	0.5	169.47619047619048	21
1	0	1	0	1	#	#	0	#	0	0	0	1000.0	18.18	0.17	1	0	0	137.0	999149	997101	0.7	137.0	3
1	1	1	1	#	#	#	0	1	1	#	0	0.0	0.00	20.75	1	0	0	230.4	999926	997104	0.6	230.36363636363637	11
0	0	#	0	1	1	0	1	#	#	1	0	555.6	593.18	0.00	1	0	0	76.6	999559	997107	0.7	76.55555555555556	9
#	0	#	0	#	1	#	#	0	0	1	0	750.0	440.68	0.00	1	0	0	87.4	999878	997107	0.5	87.4	20
1	#	#	#	0	1	1	1	1	#	0	0	200.0	278.25	47.56	1	3	0	138.8	999866	997110	0.6	138.8	10
#	0	1	1	#	#	1	0	#	1	1	0	76.9	84.25	50.96	1	3	0	136.4	999805	997111	0.6	136.3846153846154	13
1	0	#	1	#	0	0	0	#	0	#	0	1000.0	0.00	58.99	1	0	0	112.1	999938	997112	0.6	112.1	10
0	0	0	0	#	0	0	1	1	1	1	1	512.0	144.50	0.11	1	0	0	0.0	997113	997113	0.9	0	0
1	#	1	1	1	#	0	#	#	1	1	1	1000.0	2.96	24.86	1	0	0	199.7	999534	997119	0.6	199.69230769230768	13
0	1	0	0	#	#	0	1	0	1	#	1	0.0	9.94	11.99	1	0	0	134.0	999168	997120	0.7	134.0	3
1	#	#	#	1	#	#	1	1	#	1	0	20.4	21.53	25.08	1	1	0	242.7	999995	997121	0.5	242.69387755102042	49
#	#	0	0	#	#	#	1	#	0	0	1	122.4	237.52	0.62	1	0	0	126.5	999979	997122	0.5	3980.854791939844	49
0	0	#	#	0	#	1	0	#	0	#	0	1000.0	49.71	0.00	1	0	0	193.8	999845	997123	0.5	193.8421052631579	19
#	0	0	#	#	0	#	#	0	#	#	1	35.7	67.30	7.04	1	1	0	189.4	999997	997124	0.4	189.4404761904762	84
#	0	#	0	0	0	1	#	0	1	#	0	1000.0	0.00	49.59	1	0	0	141.1	999399	997125	0.6	141.125	8
#	#	#	#	1	#	1	#	1	1	#	1	956.0	72.37	13.96	1	1	0	176.3	999949	997126	0.4	176.31868131868123	91
0	1	#	1	1	#	0	#	1	0	#	1	692.3	515.25	0.00	1	0	0	85.5	999428	997127	0.6	85.53846153846153	13
#	0	1	0	0	1	0	0	0	0	1	0	1000.0	0.57	0.63	1	0	0	0.0	997129	997129	0.9	0	0
1	1	#	1	#	0	1	0	1	1	0	1	1000.0	33.33	0.00	1	0	0	110.0	999056	997131	0.8	110.0	3
1	0	0	1	#	#	#	1	1	#	1	0	111.1	154.76	0.04	1	0	0	148.1	999673	997132	0.6	148.11111111111111	9
#	#	#	0	1	#	#	1	1	#	1	0	145.8	208.59	2.15	1	0	0	155.4	999995	997133	0.5	155.37499999999997	48
0	#	0	1	0	0	1	0	0	#	1	0	1000.0	27.78	0.08	1	0	0	59.0	998948	997134	0.8	59.0	1
0	1	#	#	0	0	0	1	1	#	1	1	333.3	500.11	0.00	1	0	0	75.2	999761	997135	0.7	75.16666666666667	6
1	0	1	#	#	#	1	1	#	1	1	0	0.0	90.91	0.00	1	0	0	191.5	999576	997136	0.6	191.54545454545453	11
#	#	#	#	1	0	1	#	#	1	#	1	740.7	390.08	0.44	1	0	0	112.7	999977	997136	0.4	4993.585746382962	81
#	1	#	0	1	1	#	1	#	1	#	1	1000.0	0.00	22.88	1	1	0	255.5	999954	997137	0.5	255.5	18
1	1	#	1	#	1	#	0	0	1	0	0	250.0	453.54	0.00	1	0	0	77.8	999634	997140	0.7	77.75	4
#	0	0	#	#	#	#	#	0	1	0	0	877.6	215.30	5.82	1	3	0	138.4	999953	997141	0.5	138.36734693877554	49
