B_0	B_1	B_2	B_3	B_4	B_5	B_6	B_7	B_8	B_9	B_10	Action	Predict	Error	Fitness	Numer	GACount	SubsumerCount	AveActionSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	ActionCount
1	#	0	1	0	1	#	#	#	1	1	1	1000.0	3.90	38.61	1	1	0	133.9	499990	493982	0.6	133.91304347826085	23
1	0	#	1	#	1	#	#	1	1	#	1	955.6	63.64	11.33	1	1	0	154.4	499877	493982	0.5	154.37777777777782	45
1	#	#	1	#	1	0	#	0	1	1	1	1000.0	0.66	98.56	1	3	0	131.6	499990	493984	0.6	131.62500000000003	24
0	#	1	0	#	#	#	0	#	#	0	1	80.0	146.30	4.07	1	0	0	128.8	499988	493987	0.5	128.83999999999997	100
0	0	0	#	1	0	1	#	#	1	0	0	846.2	207.24	0.58	1	0	0	97.0	499887	493988	0.7	97.0	13
0	#	0	0	0	#	#	0	0	#	#	0	1000.0	0.87	14.33	1	0	0	295.4	499890	493989	0.5	295.3541666666666	48
#	0	#	#	0	#	0	0	#	0	#	0	988.1	14.07	22.62	1	2	0	223.6	499970	493994	0.5	223.58333333333334	84
1	1	1	0	#	#	#	1	1	0	1	1	1000.0	4.53	33.80	1	1	0	181.3	498093	493997	0.7	181.33333333333334	6
#	0	#	#	1	0	0	0	0	1	#	1	0.0	1.43	71.27	1	2	0	121.6	499852	493999	0.6	121.6	25
1	1	1	1	0	#	#	1	#	0	#	0	43.5	85.78	11.03	1	1	0	130.5	499954	494000	0.6	130.5217391304348	23
#	1	0	1	0	#	1	#	1	1	0	0	111.1	413.10	0.00	1	0	0	107.7	499374	494001	0.7	107.66666666666667	9
#	1	0	1	1	#	1	1	#	#	#	1	955.6	56.92	22.94	1	3	0	160.8	499929	494002	0.5	160.77777777777777	45
0	0	#	0	1	1	0	#	0	0	#	1	0.0	0.00	23.39	1	0	0	182.6	499612	494003	0.7	182.55555555555554	9
0	0	#	#	0	0	#	#	#	0	1	0	976.2	59.25	7.70	1	1	0	197.8	499964	494007	0.5	197.83333333333337	42
#	0	1	0	0	0	1	#	#	0	#	0	916.7	120.88	20.25	1	0	0	128.4	499619	494007	0.6	128.41666666666669	24
1	0	#	0	1	#	0	0	0	1	#	0	833.3	404.85	0.00	1	0	0	83.9	498675	494009	0.7	83.91666666666667	12
0	#	0	#	0	1	0	0	1	0	#	1	0.0	0.00	37.11	1	1	0	138.4	499691	494014	0.7	138.3846153846154	13
#	1	#	0	#	#	1	1	1	1	1	0	0.0	0.00	14.23	1	2	0	255.6	499895	494015	0.6	255.63636363636363	22
1	#	0	1	#	0	1	1	0	0	0	1	250.0	333.33	36.64	1	3	0	69.5	499208	494020	0.8	69.5	4
1	1	1	0	#	0	1	1	1	0	#	0	0.0	1.85	44.64	1	1	0	114.2	499453	494021	0.8	114.25	8
0	0	#	#	#	#	#	#	0	0	1	1	114.6	184.70	3.94	1	1	0	134.6	499901	494022	0.5	134.55208333333331	96
0	1	#	1	#	1	0	1	1	1	0	1	1000.0	0.00	73.47	1	2	0	100.2	499851	494023	0.8	100.22222222222223	9
1	1	#	1	1	#	1	#	0	#	#	0	40.8	72.43	4.16	1	1	0	171.7	499883	494024	0.5	171.69387755102042	49
1	#	#	1	1	0	1	0	#	#	1	0	38.5	42.59	29.97	1	0	0	140.6	499983	494024	0.6	140.61538461538464	26
1	0	1	#	1	#	0	0	1	1	#	1	750.0	503.08	0.00	1	0	0	83.2	499628	494026	0.7	83.25	12
#	1	0	1	#	1	1	#	#	#	1	1	954.5	78.60	9.10	1	1	0	180.9	499975	494028	0.5	180.9318181818182	44
#	1	#	0	1	1	0	#	1	1	1	0	0.0	6.28	4.55	1	0	0	222.9	499754	494031	0.7	222.875	8
1	#	0	0	0	0	#	#	0	#	0	1	0.0	0.28	28.46	1	1	0	231.6	499870	494033	0.6	231.6153846153846	26
#	0	#	#	0	0	#	0	0	0	1	1	0.0	1.24	23.58	1	1	0	210.7	499817	494034	0.6	210.73684210526315	19
#	#	#	#	0	1	1	1	#	1	1	1	954.5	127.64	7.57	1	3	0	158.6	499913	494036	0.5	158.63636363636365	44
1	1	0	0	0	#	1	0	#	0	#	1	250.0	289.88	23.96	1	1	0	107.2	499943	494037	0.7	107.25	8
1	#	0	0	0	#	1	0	#	0	0	1	0.0	0.00	20.39	1	0	0	197.5	499943	494037	0.7	197.5	12
1	#	0	1	#	0	0	#	#	#	0	0	947.4	89.58	19.29	1	2	0	107.1	499994	494038	0.5	107.07894736842103	38
1	1	1	#	1	#	#	1	#	1	0	0	0.0	49.30	0.00	1	0	0	199.6	499902	494039	0.6	199.55	20
1	#	1	#	1	0	#	1	#	1	0	1	958.3	65.34	33.17	1	1	0	116.3	499911	494039	0.6	116.29166666666667	24
#	0	0	1	1	0	#	0	#	#	0	0	913.0	167.25	6.86	1	0	0	139.6	499893	494041	0.6	139.56521739130437	23
#	0	1	1	1	#	#	#	1	#	#	1	903.6	153.50	6.68	1	1	0	129.6	499992	494047	0.5	129.55421686746993	83
#	0	#	1	0	1	0	0	0	#	1	1	83.3	256.20	0.00	1	0	0	97.0	499879	494048	0.7	97.0	12
1	1	1	#	1	1	1	#	#	#	#	0	0.0	0.29	18.98	1	0	0	306.5	499957	494052	0.5	306.5416666666667	48
0	#	#	1	1	1	#	1	#	#	1	1	1000.0	0.43	34.62	1	4	0	187.2	499873	494053	0.5	187.22727272727272	44
0	0	0	#	0	#	1	0	0	1	1	0	1000.0	0.00	39.34	1	0	0	121.9	498674	494056	0.8	121.85714285714286	7
1	#	#	#	0	1	1	1	#	1	1	1	1000.0	0.00	39.59	1	1	0	201.2	499731	494062	0.6	201.24000000000004	25
0	0	#	#	0	0	#	1	1	1	1	1	307.7	497.80	0.00	1	0	0	58.3	499319	494063	0.7	58.30769230769231	13
0	#	#	0	#	0	0	#	#	#	0	0	979.8	34.76	5.99	1	0	0	237.7	499999	494064	0.5	237.7171717171717	99
0	0	1	0	1	#	0	#	#	#	0	0	954.5	117.12	4.55	1	0	0	130.8	499759	494064	0.6	130.77272727272728	22
1	#	1	#	#	#	#	1	#	#	1	1	947.6	114.85	1.00	1	1	0	176.7	499965	494068	0.4	3378.4728204600783	188
#	1	#	1	0	0	1	0	1	1	1	1	1000.0	0.00	69.73	1	1	0	105.7	499775	494070	0.8	105.66666666666667	6
0	#	0	1	1	1	0	0	0	#	0	0	1000.0	0.00	42.90	1	1	0	117.0	498168	494072	0.8	117.0	4
#	1	1	#	#	#	1	1	#	0	1	1	956.5	58.61	12.74	1	2	0	182.3	499840	494075	0.5	182.30434782608697	46
#	0	1	1	1	#	#	1	1	#	#	1	1000.0	0.00	63.71	1	3	0	156.7	499992	494076	0.5	156.66666666666666	39
#	#	1	#	0	1	#	1	1	1	1	1	1000.0	1.83	20.55	1	0	0	210.2	499330	494078	0.6	210.1904761904762	21
1	1	1	1	#	0	1	#	1	#	0	0	0.0	3.09	16.36	1	0	0	174.3	497175	494079	0.7	174.33333333333334	6
0	1	#	0	#	1	1	0	1	1	#	0	76.9	149.28	0.00	1	0	0	107.6	499933	494080	0.7	107.61538461538461	13
#	0	0	1	1	0	#	0	0	0	#	1	0.0	0.43	33.96	1	1	0	155.9	499624	494082	0.7	155.91666666666666	12
#	#	0	0	#	0	0	0	#	#	0	0	1000.0	0.00	17.15	1	1	0	257.1	499999	494085	0.5	257.0816326530612	49
0	#	0	0	1	0	0	#	#	#	#	0	1000.0	0.00	37.45	1	4	0	177.5	499972	494085	0.5	177.45098039215685	51
0	#	1	0	0	#	0	#	0	0	#	1	0.0	1.46	21.52	1	1	0	202.3	499718	494086	0.6	202.33333333333334	18
0	#	#	1	1	1	1	0	#	1	0	0	142.9	385.17	0.00	1	0	0	87.5	499482	494087	0.7	87.5	14
#	0	1	1	1	1	1	#	0	1	#	0	0.0	0.00	37.75	1	1	0	122.8	499753	494087	0.7	122.76923076923077	13
1	#	0	0	#	0	0	0	0	1	1	0	1000.0	0.00	48.85	1	1	0	118.0	497223	494089	0.8	118.0	5
1	0	0	0	0	0	#	#	#	1	0	1	0.0	0.00	42.97	1	1	0	150.1	499413	494092	0.7	150.1	10
0	#	1	0	0	0	#	#	0	#	#	0	963.6	48.53	19.77	1	1	0	186.4	499970	494094	0.5	186.43636363636364	55
0	0	#	1	1	0	1	1	1	1	0	1	1000.0	26.32	0.01	1	0	0	75.5	496147	494099	0.9	75.5	2
#	0	1	#	1	0	1	#	1	1	#	1	950.0	100.38	6.45	1	0	0	120.3	499911	494099	0.6	120.3	20
#	0	0	0	#	0	#	1	0	#	#	1	0.0	0.89	39.27	1	0	0	158.4	499901	494100	0.5	158.4102564102564	39
1	0	0	#	0	0	1	1	0	0	#	1	0.0	6.98	46.53	1	0	0	120.0	499081	494100	0.8	120.0	5
0	#	#	1	1	#	1	0	1	1	0	1	875.0	441.49	0.00	1	0	0	96.1	498909	494102	0.7	96.125	8
0	1	#	1	1	0	1	0	1	1	#	1	1000.0	8.70	7.39	1	0	0	114.7	499850	494102	0.8	114.71428571428571	7
#	#	#	1	#	1	#	1	0	0	1	1	829.8	211.50	31.32	1	6	0	105.7	499975	494105	0.5	105.65957446808511	47
1	#	0	#	0	0	1	0	0	0	#	1	0.0	9.30	2.01	1	0	0	205.7	499264	494107	0.7	205.72727272727272	11
1	1	0	#	#	1	1	#	0	1	0	1	800.0	260.67	33.41	1	1	0	99.3	498389	494108	0.7	99.3	10
#	0	0	#	0	1	1	0	1	1	1	1	500.0	791.67	0.00	1	0	0	57.8	497811	494113	0.8	57.75	4
0	0	1	1	0	1	#	#	1	1	0	1	500.0	711.11	0.00	1	0	0	63.8	499760	494114	0.8	63.833333333333336	6
0	#	1	1	0	1	#	1	1	0	1	0	0.0	8.77	4.11	1	0	0	129.0	498232	494116	0.8	129.0	3
#	0	#	1	#	#	0	0	#	0	0	0	975.6	33.64	16.36	1	1	0	168.6	499893	494119	0.5	168.5609756097561	41
1	0	0	#	0	#	#	0	#	0	0	0	1000.0	5.63	7.38	1	0	0	189.7	499448	494120	0.6	189.71428571428572	21
1	1	#	#	1	1	1	#	#	#	0	0	43.5	61.54	14.84	1	2	0	158.3	499902	494122	0.5	158.2608695652174	46
1	0	0	0	0	#	#	#	#	#	0	1	22.2	47.19	10.83	1	0	0	191.5	499574	494123	0.5	191.51111111111112	45
1	0	1	1	#	#	0	1	#	1	1	1	1000.0	0.00	23.46	1	0	0	170.2	499771	494124	0.7	170.21428571428572	14
1	#	1	1	0	#	#	1	0	1	1	1	1000.0	0.00	29.21	1	1	0	151.5	499731	494124	0.7	151.45454545454547	11
0	1	1	1	0	#	0	#	0	0	#	1	90.9	266.27	5.32	1	0	0	90.2	499967	494128	0.7	90.18181818181819	11
1	0	0	0	#	0	#	1	0	1	1	1	0.0	13.04	0.69	1	0	0	73.8	499461	494129	0.8	73.8	5
1	0	#	0	#	0	0	1	0	#	#	1	58.8	141.02	0.00	1	0	0	111.3	499144	494129	0.6	111.29411764705883	17
#	1	#	1	#	1	1	0	#	1	#	1	975.0	30.23	25.48	1	2	0	166.0	499712	494134	0.5	166.00000000000003	40
1	#	0	1	#	1	1	#	1	#	#	1	975.6	34.18	18.59	1	2	0	160.2	499877	494134	0.5	160.2439024390244	41
#	0	1	0	#	0	1	0	#	0	#	0	888.9	195.88	8.46	1	3	0	134.4	499158	494135	0.6	134.38888888888889	18
1	1	#	1	#	1	1	1	#	#	0	1	1000.0	1.97	11.84	1	1	0	212.5	499816	494137	0.6	212.5	20
#	1	#	#	1	1	0	1	1	0	1	1	1000.0	3.64	21.91	1	0	0	172.7	499277	494139	0.7	172.7	10
1	#	1	1	1	0	#	0	1	1	0	0	0.0	2.60	16.61	1	0	0	138.2	498746	494142	0.8	138.25	4
#	1	#	1	1	#	#	0	1	#	0	0	90.9	168.04	11.33	1	1	0	111.5	499855	494142	0.5	111.45454545454545	44
0	0	#	#	0	0	0	#	#	1	1	0	958.3	52.38	24.31	1	0	0	141.3	499488	494144	0.6	141.33333333333334	24
#	#	0	0	0	0	0	#	0	1	1	0	1000.0	1.62	43.41	1	1	0	159.1	499488	494144	0.7	159.0909090909091	11
0	0	0	1	#	1	1	1	#	#	0	1	363.6	543.12	0.00	1	0	0	60.2	499582	494151	0.7	60.18181818181818	11
#	1	1	1	#	0	1	#	1	#	#	1	956.5	85.63	15.82	1	3	0	173.8	499938	494152	0.5	173.82608695652175	46
0	0	#	0	#	#	1	0	0	#	#	0	950.0	63.03	13.49	1	0	0	183.1	499944	494156	0.5	183.05	40
#	0	1	1	1	#	1	#	1	0	0	0	111.1	211.61	4.63	1	0	0	95.8	499377	494157	0.7	95.77777777777777	9
#	0	1	0	#	0	1	0	#	0	1	0	777.8	405.82	3.24	1	0	0	105.9	498984	494159	0.7	105.88888888888889	9
0	0	#	#	0	0	1	#	#	0	#	0	980.4	50.40	4.54	1	2	0	206.4	499833	494159	0.5	206.41176470588235	51
1	#	#	1	#	0	1	1	0	1	0	1	1000.0	5.21	120.86	1	2	0	93.8	499846	494160	0.7	93.77777777777777	9
1	0	1	#	1	0	#	#	1	1	1	1	1000.0	1.13	57.84	1	0	0	162.2	499628	494161	0.7	162.25	12
1	#	#	0	#	0	0	#	#	0	0	0	978.3	60.92	7.25	1	1	0	147.5	499841	494164	0.5	147.45652173913044	46
0	0	#	0	#	0	1	#	0	#	0	0	1000.0	0.00	27.05	1	1	0	219.0	499758	494165	0.6	218.96	25
#	0	1	#	1	#	#	0	0	0	0	0	958.3	134.76	3.32	1	1	0	125.5	498892	494166	0.6	125.45833333333336	24
#	#	1	1	#	1	0	1	1	0	1	1	1000.0	12.22	0.32	1	0	0	134.3	499644	494170	0.7	134.27272727272728	11
0	#	1	0	0	#	0	1	0	0	0	0	1000.0	0.00	25.44	1	0	0	176.3	498735	494172	0.8	176.28571428571428	7
#	1	#	#	1	1	#	#	1	1	#	0	0.0	0.00	27.83	1	5	0	261.7	499989	494175	0.5	261.6874999999999	96
#	0	1	1	#	0	1	#	0	0	0	1	90.9	134.45	60.25	1	2	0	85.3	498900	494179	0.7	85.27272727272727	11
0	1	0	0	1	#	1	0	#	#	#	1	375.0	509.42	0.00	1	0	0	73.4	499842	494182	0.6	73.375	16
#	1	1	0	1	#	0	1	0	1	1	1	1000.0	8.64	4.42	1	0	0	104.5	499473	494184	0.8	104.5	4
0	1	1	#	1	1	0	#	0	1	1	1	1000.0	11.52	0.75	1	0	0	142.7	498879	494184	0.8	142.66666666666666	3
#	1	0	#	#	0	0	1	1	0	#	0	652.2	467.31	2.69	1	1	0	75.9	499972	494187	0.6	75.8695652173913	23
#	1	#	1	1	1	1	#	#	1	1	1	1000.0	0.00	10.12	1	0	0	299.6	499873	494189	0.6	299.6	20
0	0	#	0	#	0	#	0	1	1	0	0	1000.0	0.65	54.67	1	0	0	132.4	499912	494191	0.7	132.42857142857142	7
0	0	1	0	#	#	0	#	#	#	#	0	872.1	240.95	7.56	1	5	0	150.5	499970	494191	0.5	150.54651162790694	86
0	0	#	0	0	1	#	1	0	#	#	1	41.7	49.44	56.49	1	2	0	128.7	499639	494192	0.6	128.66666666666666	24
#	0	0	0	#	#	0	1	0	1	1	1	0.0	0.00	155.77	1	0	0	85.1	499847	494192	0.7	85.14285714285714	7
1	1	#	#	#	1	0	0	1	1	0	1	1000.0	100.00	0.00	1	0	0	105.2	499949	494200	0.7	105.2	10
1	1	#	#	1	1	1	1	#	#	0	0	0.0	0.00	24.02	1	0	0	206.3	499902	494201	0.6	206.3	20
0	#	0	0	1	1	1	1	1	#	#	0	0.0	54.78	0.00	1	0	0	102.0	498835	494202	0.7	102.0	9
0	0	#	#	0	0	#	#	1	#	0	0	975.0	46.82	31.87	1	5	0	173.3	499912	494203	0.5	173.3	40
0	0	#	0	1	#	1	0	0	#	#	0	875.0	171.53	8.21	1	0	0	114.5	499944	494204	0.6	114.5	16
#	#	1	0	0	0	#	0	0	1	1	1	100.0	103.85	55.34	1	1	0	82.9	499978	494206	0.7	82.9	10
0	#	#	0	0	0	#	0	0	1	#	1	0.0	1.83	18.91	1	0	0	217.6	499988	494206	0.6	217.61904761904762	21
0	0	#	0	0	0	#	#	#	1	0	0	1000.0	0.88	37.73	1	1	0	240.3	499912	494208	0.6	240.3	20
#	0	#	#	#	0	0	#	0	0	1	0	1000.0	0.00	26.94	1	1	0	201.8	499984	494210	0.5	201.77083333333334	48
0	0	#	1	0	0	#	0	#	0	#	1	0.0	2.98	20.80	1	0	0	230.5	499871	494214	0.6	230.47619047619048	21
#	0	1	1	0	#	#	0	1	0	1	1	727.3	515.24	0.00	1	0	0	63.8	499051	494214	0.7	63.81818181818182	11
0	#	1	1	1	#	1	#	#	1	#	1	974.4	43.08	11.87	1	0	0	194.0	499921	494219	0.5	194.025641025641	39
1	#	#	0	0	#	0	#	0	1	1	0	619.0	479.53	2.60	1	1	0	82.0	499217	494221	0.6	82.04761904761905	21
#	1	#	1	#	#	#	1	1	#	1	0	10.4	20.03	15.75	1	4	0	234.6	499989	494223	0.5	234.63541666666666	96
1	#	1	0	1	0	1	1	#	0	#	0	200.0	240.67	19.90	1	1	0	107.6	499478	494224	0.7	107.6	10
0	0	1	1	#	#	#	1	1	#	1	1	900.0	143.76	0.81	1	0	0	94.7	499732	494225	0.6	94.7	20
1	1	#	0	1	1	0	#	1	0	1	0	0.0	0.00	45.83	1	0	0	112.5	498323	494227	0.8	112.5	4
1	#	#	1	#	#	#	1	#	#	1	0	83.1	142.86	3.21	1	2	0	196.4	499961	494228	0.4	196.36691684772083	169
#	#	1	1	0	1	1	#	#	0	0	1	600.0	493.94	0.00	1	0	0	77.0	499826	494229	0.6	76.95	20
#	0	#	#	0	#	0	0	#	0	0	1	0.0	0.00	15.82	1	2	0	301.7	499947	494233	0.5	301.70454545454544	44
0	#	1	#	0	#	0	0	#	#	0	1	37.7	76.56	7.95	1	1	0	146.4	499988	494233	0.5	146.37735849056608	53
1	1	1	1	0	0	0	#	#	1	#	0	0.0	0.00	139.31	1	3	0	86.8	499440	494235	0.7	86.8	10
0	0	0	0	0	1	1	1	1	1	1	0	0.0	0.00	90.66	1	0	0	76.0	498336	494240	1.0	76.0	1
#	1	#	#	#	1	0	1	#	1	#	1	887.6	193.64	3.98	1	2	0	124.2	499965	494242	0.5	124.17977528089888	89
#	0	#	#	0	0	#	0	#	0	#	0	1000.0	0.00	22.55	1	2	0	243.6	499970	494245	0.5	243.64285714285714	84
1	#	#	0	0	0	0	0	#	1	#	1	43.5	59.68	27.83	1	1	0	116.9	499985	494248	0.6	116.91304347826087	23
0	0	#	0	0	#	0	#	#	0	#	0	1000.0	0.49	19.98	1	1	0	302.1	499970	494249	0.5	302.1219512195123	41
0	0	#	1	1	#	0	0	0	#	#	0	1000.0	0.00	46.72	1	3	0	137.6	499893	494251	0.6	137.5909090909091	22
#	0	#	#	0	1	0	0	#	0	0	0	1000.0	0.56	26.74	1	0	0	193.7	499209	494253	0.6	193.72	25
#	#	#	0	1	1	1	1	#	1	1	1	1000.0	0.78	32.43	1	1	0	223.7	499839	494255	0.6	223.70833333333334	24
1	1	1	#	#	0	0	1	1	1	#	1	1000.0	66.67	0.00	1	0	0	153.7	499629	494258	0.7	153.66666666666666	15
0	0	0	1	0	#	0	#	#	0	0	0	1000.0	0.00	10.16	1	0	0	250.9	498733	494259	0.7	250.9	10
#	#	0	0	#	#	1	0	0	#	#	1	129.4	184.28	7.57	1	2	0	143.4	499943	494260	0.5	143.42352941176463	85
1	1	0	0	0	0	#	#	0	#	#	1	45.5	73.62	17.64	1	0	0	117.6	499870	494260	0.6	117.63636363636364	22
1	1	1	0	#	0	0	#	#	0	#	0	736.8	409.87	0.00	1	0	0	86.3	499321	494261	0.6	86.3157894736842	19
1	#	0	1	#	1	0	1	1	1	#	0	0.0	1.84	36.57	1	0	0	164.3	499961	494262	0.7	164.33333333333334	12
#	0	1	1	0	#	1	1	1	#	#	0	43.5	46.16	46.59	1	1	0	120.3	499483	494263	0.6	120.30434782608695	23
0	#	1	1	0	1	1	#	1	1	0	0	0.0	2.69	42.80	1	0	0	96.8	498934	494263	0.8	96.83333333333333	6
#	1	#	1	#	1	#	1	#	0	1	1	976.7	26.17	31.03	1	2	0	187.7	499975	494264	0.5	187.67441860465115	43
1	1	0	1	#	1	0	1	#	0	1	1	1000.0	0.00	39.52	1	0	0	134.2	498378	494264	0.8	134.16666666666666	6
0	1	0	#	#	#	#	#	#	#	0	0	797.7	316.93	2.11	1	6	0	121.6	499999	494265	0.4	121.63083509219246	183
0	0	1	#	#	1	#	1	1	#	0	0	250.0	362.52	16.34	1	4	0	81.6	499959	494267	0.6	81.6	20
#	1	1	1	#	#	#	1	0	1	#	0	24.4	42.21	8.44	1	1	0	192.1	499755	494268	0.5	192.07317073170728	41
0	1	#	#	#	#	1	0	1	1	1	0	0.0	0.42	72.38	1	3	0	144.0	499933	494271	0.6	143.95652173913047	23
#	1	#	1	1	0	1	#	#	#	1	1	1000.0	0.18	45.67	1	2	0	185.1	499938	494274	0.5	185.06976744186048	43
0	#	0	0	1	0	#	1	1	0	1	1	142.9	348.77	0.00	1	0	0	80.9	499189	494275	0.8	80.85714285714286	7
1	1	#	#	0	1	#	1	#	0	1	0	47.6	79.47	31.18	1	1	0	125.5	499757	494278	0.6	125.47619047619048	21
0	#	0	#	0	#	1	0	1	#	#	1	130.4	214.13	15.81	1	4	0	93.5	499974	494279	0.5	93.45652173913041	46
#	#	1	#	1	1	#	0	#	0	1	1	782.6	352.74	3.48	1	1	0	98.9	499885	494280	0.5	98.93478260869566	46
#	#	#	#	1	1	#	#	#	#	1	0	163.2	269.88	0.73	1	3	0	163.8	499991	494281	0.3	4281.3048866778245	357
1	1	#	#	#	#	0	1	1	#	1	0	39.2	85.76	4.27	1	2	0	162.5	499666	494282	0.5	162.52941176470588	51
#	#	1	1	0	0	#	0	1	#	1	1	818.2	353.70	4.54	1	1	0	69.7	499806	494286	0.6	69.72727272727273	22
0	1	1	1	#	#	0	#	1	1	1	1	1000.0	0.00	29.18	1	1	0	168.3	498748	494286	0.7	168.3	10
1	#	#	1	0	0	0	1	#	#	1	1	789.5	425.39	0.00	1	0	0	70.6	499536	494289	0.6	70.63157894736842	19
0	1	1	1	0	1	0	#	1	#	1	1	1000.0	3.32	34.66	1	0	0	93.7	499644	494291	0.8	93.71428571428571	7
1	1	0	#	1	1	#	1	#	#	#	0	0.0	0.00	36.69	1	2	0	204.4	499895	494294	0.5	204.42105263157896	38
1	1	0	1	0	1	#	0	1	#	1	1	1000.0	0.00	40.46	1	1	0	143.2	498890	494296	0.8	143.2	5
#	1	#	1	#	1	0	#	1	0	1	1	923.1	147.80	10.82	1	1	0	118.7	499644	494296	0.6	118.65384615384616	26
#	0	0	0	1	0	#	#	0	0	#	1	0.0	0.00	24.95	1	0	0	217.0	499581	494297	0.6	217.0	21
#	0	1	#	0	0	#	0	#	1	0	0	1000.0	31.18	0.00	1	0	0	122.9	499923	494298	0.6	122.89473684210526	19
0	#	1	1	#	#	0	1	1	1	1	0	0.0	0.00	25.88	1	0	0	171.7	499989	494300	0.7	171.66666666666666	15
1	#	0	0	1	#	1	1	#	1	#	0	76.9	105.65	26.84	1	1	0	147.3	499895	494304	0.6	147.2692307692308	26
1	#	#	0	1	#	1	1	1	1	#	0	0.0	0.00	22.18	1	0	0	233.1	499895	494304	0.6	233.0909090909091	22
#	1	1	1	#	0	#	#	1	0	0	0	250.0	406.00	0.00	1	0	0	88.7	499954	494311	0.6	88.7	20
#	0	0	#	#	#	#	#	0	1	0	0	909.1	155.27	6.66	1	5	0	132.3	499887	494314	0.5	132.2828282828283	99
0	#	1	0	#	#	1	0	0	0	#	1	69.0	108.16	24.43	1	2	0	120.0	499560	494316	0.6	120.0	29
#	1	1	0	1	0	1	#	1	#	#	0	100.0	163.41	5.38	1	1	0	138.4	499928	494317	0.6	138.4	20
1	0	0	#	1	#	0	0	0	1	0	1	0.0	91.67	0.00	1	0	0	130.0	499819	494319	0.8	130.0	5
0	#	1	1	1	#	#	1	1	#	#	1	1000.0	0.00	36.32	1	2	0	184.6	499873	494324	0.5	184.55263157894737	38
1	#	#	1	1	0	1	1	0	#	#	1	1000.0	55.56	0.00	1	0	0	140.2	499846	494327	0.6	140.16666666666666	18
#	1	#	1	#	1	0	1	1	0	1	1	1000.0	0.00	42.81	1	0	0	150.8	499644	494328	0.7	150.83333333333331	12
1	0	1	1	1	#	1	#	0	0	#	1	833.3	379.26	0.00	1	0	0	103.5	499960	494332	0.7	103.5	12
1	1	1	1	1	0	1	#	#	#	#	1	1000.0	0.20	24.14	1	0	0	220.6	499938	494338	0.6	220.64	25
1	0	1	#	#	0	#	#	0	#	0	1	186.0	315.62	4.58	1	1	0	106.8	499689	494339	0.5	106.83720930232558	43
0	#	0	#	#	#	#	1	0	0	1	0	857.1	186.17	17.85	1	6	0	109.8	499991	494342	0.5	109.83673469387755	49
#	0	#	1	1	1	1	0	#	#	1	1	920.0	153.05	10.26	1	1	0	119.6	499885	494343	0.6	119.56	25
1	0	1	#	0	#	0	#	0	1	0	0	769.2	353.06	10.06	1	1	0	81.3	499896	494346	0.7	81.3076923076923	13
1	#	0	#	0	0	#	0	0	1	#	1	100.0	197.12	3.38	1	0	0	120.8	499722	494348	0.6	120.75	20
0	1	0	1	0	1	#	#	1	0	0	0	666.7	677.78	0.00	1	0	0	53.0	499020	494349	0.8	53.0	6
0	#	0	#	#	#	#	0	#	#	0	0	941.8	98.03	4.20	1	3	0	192.1	499999	494349	0.4	192.06693107223188	178
0	#	#	#	0	#	#	0	#	#	#	0	848.5	257.57	1.04	1	7	0	158.5	499999	494350	0.3	2896.864415207147	346
0	0	#	#	0	1	1	0	#	1	0	0	846.2	330.41	0.00	1	0	0	83.8	499794	494350	0.7	83.76923076923077	13
1	#	#	#	#	0	#	#	1	1	1	0	137.9	257.61	2.05	1	0	0	138.5	499880	494351	0.5	138.4827586206897	87
1	#	#	1	#	#	#	#	1	1	1	0	21.7	47.93	3.79	1	0	0	256.3	499961	494351	0.5	256.31521739130426	92
1	0	0	0	0	1	#	0	0	#	#	1	0.0	2.17	134.78	1	2	0	153.0	499286	494352	0.7	153.0	10
1	1	#	#	#	0	#	1	1	1	1	0	0.0	0.00	31.72	1	2	0	204.8	499318	494353	0.6	204.77272727272728	22
0	#	#	1	0	#	1	0	0	#	0	0	909.1	151.35	0.24	1	0	0	142.2	499923	494360	0.6	11296.118855674085	22
#	0	1	1	0	#	#	0	#	1	0	0	736.8	400.08	0.00	1	0	0	84.3	499923	494360	0.6	84.31578947368422	19
#	0	0	1	0	#	#	1	1	1	0	1	250.0	376.63	0.00	1	0	0	70.8	499556	494362	0.7	70.75	12
#	#	0	#	0	1	0	0	#	0	0	0	1000.0	0.00	27.29	1	0	0	195.6	499171	494364	0.6	195.6086956521739	23
1	#	1	#	1	1	#	#	0	1	0	1	956.5	44.40	41.57	1	0	0	125.7	499734	494365	0.6	125.6521739130435	23
#	#	1	0	0	#	#	#	1	1	1	0	170.7	250.00	5.09	1	1	0	118.0	499942	494367	0.5	118.0	41
#	#	#	1	#	1	1	1	1	1	0	1	1000.0	0.00	44.92	1	0	0	208.2	498788	494371	0.6	208.23529411764707	17
#	#	#	1	0	1	#	1	1	1	0	1	863.6	253.96	3.50	1	0	0	100.0	499060	494371	0.6	100.04545454545455	22
1	1	1	#	0	1	1	0	0	1	0	0	0.0	0.00	92.28	1	0	0	77.0	496604	494374	0.9	77.0	3
1	#	1	0	#	1	1	#	0	1	0	1	909.1	209.58	0.00	1	0	0	99.8	499971	494374	0.7	99.81818181818181	11
1	1	1	#	1	0	#	1	#	#	0	0	55.6	195.01	0.00	1	0	0	135.6	499907	494380	0.6	135.61111111111111	18
